departamento,codigo_departamento,municipio,codigo_municipio,poblacion,fecha,eventos,Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-06-23,2,2020-06-23,390,13145,17,531
SOLOLA,7,SANTIAGO ATITLAN,719,44025,2020-06-23,1,2020-06-23,390,13145,17,531
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-06-23,2,2020-06-23,390,13145,17,531
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-06-23,2,2020-06-23,390,13145,17,531
SACATEPEQUEZ,3,JOCOTENANGO,302,23160,2020-06-23,1,2020-06-23,390,13145,17,531
SACATEPEQUEZ,3,ALOTENANGO,314,27787,2020-06-23,1,2020-06-23,390,13145,17,531
SOLOLA,7,SAN JUAN LA LAGUNA,717,13123,2020-06-23,1,2020-06-23,390,13145,17,531
SACATEPEQUEZ,3,SAN LUCAS SACATEPEQUEZ,308,28445,2020-06-24,1,2020-06-24,624,13769,16,547
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-24,14,2020-06-24,624,13769,16,547
ESCUINTLA,5,PALIN,511,70118,2020-06-24,1,2020-06-24,624,13769,16,547
ESCUINTLA,5,ESCUINTLA,501,166078,2020-06-24,1,2020-06-24,624,13769,16,547
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-06-24,1,2020-06-24,624,13769,16,547
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-24,6,2020-06-24,624,13769,16,547
GUATEMALA,1,MIXCO,108,494561,2020-06-24,4,2020-06-24,624,13769,16,547
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-06-24,3,2020-06-24,624,13769,16,547
SACATEPEQUEZ,3,SUMPANGO,304,45249,2020-06-24,1,2020-06-24,624,13769,16,547
SAN MARCOS,12,SAN MARCOS,1201,48644,2020-06-24,1,2020-06-24,624,13769,16,547
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2020-06-24,1,2020-06-24,624,13769,16,547
EL PROGRESO,2,SAN ANTONIO LA PAZ,208,22012,2020-06-24,1,2020-06-24,624,13769,16,547
SAN MARCOS,12,AYUTLA,1217,45434,2020-06-24,1,2020-06-24,624,13769,16,547
PETEN,17,SAN BENITO,1703,52439,2020-06-24,1,2020-06-24,624,13769,16,547
SAN MARCOS,12,TEJUTLA,1210,43512,2020-06-24,1,2020-06-24,624,13769,16,547
PETEN,17,LAS CRUCES,1713,37915,2020-06-24,1,2020-06-24,624,13769,16,547
GUATEMALA,1,SAN PEDRO SACATEPEQUEZ,109,54623,2020-06-25,1,2020-06-25,771,14540,35,582
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-25,14,2020-06-25,771,14540,35,582
CHIMALTENANGO,4,PATZUN,407,69560,2020-06-25,1,2020-06-25,771,14540,35,582
GUATEMALA,1,FRAIJANES,113,61664,2020-06-25,1,2020-06-25,771,14540,35,582
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-06-25,1,2020-06-25,771,14540,35,582
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-06-25,1,2020-06-25,771,14540,35,582
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-25,3,2020-06-25,771,14540,35,582
GUATEMALA,1,MIXCO,108,494561,2020-06-25,3,2020-06-25,771,14540,35,582
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-06-25,3,2020-06-25,771,14540,35,582
GUATEMALA,1,AMATITLAN,114,147604,2020-06-25,4,2020-06-25,771,14540,35,582
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-06-25,1,2020-06-25,771,14540,35,582
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-06-25,1,2020-06-25,771,14540,35,582
JUTIAPA,22,JUTIAPA,2201,163665,2020-06-25,1,2020-06-25,771,14540,35,582
QUETZALTENANGO,9,LA ESPERANZA,923,24199,2020-06-25,1,2020-06-25,771,14540,35,582
SACATEPEQUEZ,3,SAN MIGUEL DUEÑAS,313,15231,2020-06-25,1,2020-06-25,771,14540,35,582
ESCUINTLA,5,SAN VICENTE PACAYA,512,17923,2020-06-25,1,2020-06-25,771,14540,35,582
QUETZALTENANGO,9,ZUNIL,916,15414,2020-06-25,1,2020-06-25,771,14540,35,582
SUCHITEPEQUEZ,10,SAN FRANCISCO ZAPOTITLAN,1003,24289,2020-06-25,1,2020-06-25,771,14540,35,582
SUCHITEPEQUEZ,10,SANTO DOMINGO SUCHITEPEQUEZ,1006,48188,2020-06-25,1,2020-06-25,771,14540,35,582
ALTA VERAPAZ,16,SAN JUAN CHAMELCO,1610,60355,2020-06-25,1,2020-06-25,771,14540,35,582
GUATEMALA,1,SAN PEDRO SACATEPEQUEZ,109,54623,2020-06-26,1,2020-06-26,279,14819,19,601
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-26,18,2020-06-26,279,14819,19,601
ESCUINTLA,5,ESCUINTLA,501,166078,2020-06-26,2,2020-06-26,279,14819,19,601
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-06-26,1,2020-06-26,279,14819,19,601
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-26,7,2020-06-26,279,14819,19,601
GUATEMALA,1,MIXCO,108,494561,2020-06-26,2,2020-06-26,279,14819,19,601
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-06-26,2,2020-06-26,279,14819,19,601
SAN MARCOS,12,MALACATAN,1215,108134,2020-06-26,1,2020-06-26,279,14819,19,601
GUATEMALA,1,AMATITLAN,114,147604,2020-06-26,2,2020-06-26,279,14819,19,601
GUATEMALA,1,CHINAUTLA,106,121721,2020-06-26,2,2020-06-26,279,14819,19,601
GUATEMALA,1,PALENCIA,105,73811,2020-06-26,1,2020-06-26,279,14819,19,601
GUATEMALA,1,SAN PEDRO AYAMPUC,107,65594,2020-06-26,1,2020-06-26,279,14819,19,601
JUTIAPA,22,JUTIAPA,2201,163665,2020-06-26,2,2020-06-26,279,14819,19,601
QUETZALTENANGO,9,ZUNIL,916,15414,2020-06-26,1,2020-06-26,279,14819,19,601
CHIMALTENANGO,4,ZARAGOZA,415,28473,2020-06-26,1,2020-06-26,279,14819,19,601
ESCUINTLA,5,LA GOMERA,507,51024,2020-06-26,1,2020-06-26,279,14819,19,601
SUCHITEPEQUEZ,10,SANTO TOMAS LA UNION,1017,12569,2020-06-26,1,2020-06-26,279,14819,19,601
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-27,19,2020-06-27,800,15619,22,623
ESCUINTLA,5,ESCUINTLA,501,166078,2020-06-27,2,2020-06-27,800,15619,22,623
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-06-27,1,2020-06-27,800,15619,22,623
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-27,3,2020-06-27,800,15619,22,623
GUATEMALA,1,MIXCO,108,494561,2020-06-27,4,2020-06-27,800,15619,22,623
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-06-27,2,2020-06-27,800,15619,22,623
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-06-27,2,2020-06-27,800,15619,22,623
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-06-27,1,2020-06-27,800,15619,22,623
CHIMALTENANGO,4,TECPAN GUATEMALA,406,108893,2020-06-27,1,2020-06-27,800,15619,22,623
GUATEMALA,1,AMATITLAN,114,147604,2020-06-27,1,2020-06-27,800,15619,22,623
SACATEPEQUEZ,3,SUMPANGO,304,45249,2020-06-27,1,2020-06-27,800,15619,22,623
RETALHULEU,11,RETALHULEU,1101,108405,2020-06-27,1,2020-06-27,800,15619,22,623
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-06-27,1,2020-06-27,800,15619,22,623
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-06-27,1,2020-06-27,800,15619,22,623
SOLOLA,7,SOLOLA,701,98886,2020-06-27,1,2020-06-27,800,15619,22,623
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-06-27,1,2020-06-27,800,15619,22,623
EL PROGRESO,2,SAN ANTONIO LA PAZ,208,22012,2020-06-27,1,2020-06-27,800,15619,22,623
SAN MARCOS,12,LA BLANCA,1230,33764,2020-06-27,1,2020-06-27,800,15619,22,623
ESCUINTLA,5,SIQUINALA,504,25677,2020-06-27,1,2020-06-27,800,15619,22,623
QUETZALTENANGO,9,OLINTEPEQUE,903,38219,2020-06-27,1,2020-06-27,800,15619,22,623
SUCHITEPEQUEZ,10,RIO BRAVO,1020,30776,2020-06-27,1,2020-06-27,800,15619,22,623
ALTA VERAPAZ,16,SANTA CRUZ VERAPAZ,1602,34981,2020-06-27,1,2020-06-27,800,15619,22,623
ALTA VERAPAZ,16,TACTIC,1604,41224,2020-06-27,1,2020-06-27,800,15619,22,623
IZABAL,18,MORALES,1804,106156,2020-06-27,1,2020-06-27,800,15619,22,623
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-28,19,2020-06-28,209,15828,49,672
ESCUINTLA,5,PALIN,511,70118,2020-06-28,1,2020-06-28,209,15828,49,672
ESCUINTLA,5,ESCUINTLA,501,166078,2020-06-28,5,2020-06-28,209,15828,49,672
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-06-28,1,2020-06-28,209,15828,49,672
ZACAPA,19,ZACAPA,1901,65730,2020-06-28,1,2020-06-28,209,15828,49,672
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-28,4,2020-06-28,209,15828,49,672
GUATEMALA,1,MIXCO,108,494561,2020-06-28,5,2020-06-28,209,15828,49,672
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-06-28,1,2020-06-28,209,15828,49,672
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-06-28,1,2020-06-28,209,15828,49,672
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-06-28,1,2020-06-28,209,15828,49,672
GUATEMALA,1,AMATITLAN,114,147604,2020-06-28,1,2020-06-28,209,15828,49,672
QUETZALTENANGO,9,ALMOLONGA,913,16679,2020-06-28,1,2020-06-28,209,15828,49,672
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-06-28,2,2020-06-28,209,15828,49,672
SOLOLA,7,SOLOLA,701,98886,2020-06-28,1,2020-06-28,209,15828,49,672
SAN MARCOS,12,OCOS,1218,12573,2020-06-28,1,2020-06-28,209,15828,49,672
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-06-28,1,2020-06-28,209,15828,49,672
SANTA ROSA,6,CUILAPA,601,46489,2020-06-28,1,2020-06-28,209,15828,49,672
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2020-06-28,1,2020-06-28,209,15828,49,672
PETEN,17,SAN BENITO,1703,52439,2020-06-28,1,2020-06-28,209,15828,49,672
ZACAPA,19,RIO HONDO,1903,23030,2020-06-28,1,2020-06-28,209,15828,49,672
SUCHITEPEQUEZ,10,RIO BRAVO,1020,30776,2020-06-28,1,2020-06-28,209,15828,49,672
QUETZALTENANGO,9,CANTEL,914,45229,2020-06-28,1,2020-06-28,209,15828,49,672
SUCHITEPEQUEZ,10,SAMAYAC,1008,26350,2020-06-28,1,2020-06-28,209,15828,49,672
SUCHITEPEQUEZ,10,SANTA BARBARA,1015,27567,2020-06-28,1,2020-06-28,209,15828,49,672
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-29,25,2020-06-29,569,16397,34,706
ESCUINTLA,5,ESCUINTLA,501,166078,2020-06-29,2,2020-06-29,569,16397,34,706
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-29,5,2020-06-29,569,16397,34,706
GUATEMALA,1,MIXCO,108,494561,2020-06-29,3,2020-06-29,569,16397,34,706
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-06-29,2,2020-06-29,569,16397,34,706
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-06-29,2,2020-06-29,569,16397,34,706
GUATEMALA,1,AMATITLAN,114,147604,2020-06-29,1,2020-06-29,569,16397,34,706
SANTA ROSA,6,CHIQUIMULILLA,608,63897,2020-06-29,1,2020-06-29,569,16397,34,706
BAJA VERAPAZ,15,RABINAL,1503,45937,2020-06-29,1,2020-06-29,569,16397,34,706
EL PROGRESO,2,SANSARE,206,13535,2020-06-29,1,2020-06-29,569,16397,34,706
EL PROGRESO,2,SANARATE,207,41997,2020-06-29,1,2020-06-29,569,16397,34,706
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2020-06-29,2,2020-06-29,569,16397,34,706
CHIMALTENANGO,4,PARRAMOS,414,19693,2020-06-29,1,2020-06-29,569,16397,34,706
ESCUINTLA,5,SIQUINALA,504,25677,2020-06-29,1,2020-06-29,569,16397,34,706
SANTA ROSA,6,SANTA ROSA DE LIMA,603,21088,2020-06-29,1,2020-06-29,569,16397,34,706
GUATEMALA,1,GUATEMALA,101,1205668,2020-06-30,15,2020-06-30,533,16930,21,727
ESCUINTLA,5,ESCUINTLA,501,166078,2020-06-30,1,2020-06-30,533,16930,21,727
GUATEMALA,1,VILLA NUEVA,115,464528,2020-06-30,2,2020-06-30,533,16930,21,727
GUATEMALA,1,MIXCO,108,494561,2020-06-30,8,2020-06-30,533,16930,21,727
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-06-30,1,2020-06-30,533,16930,21,727
CHIMALTENANGO,4,TECPAN GUATEMALA,406,108893,2020-06-30,1,2020-06-30,533,16930,21,727
GUATEMALA,1,AMATITLAN,114,147604,2020-06-30,1,2020-06-30,533,16930,21,727
GUATEMALA,1,CHINAUTLA,106,121721,2020-06-30,1,2020-06-30,533,16930,21,727
SACATEPEQUEZ,3,SANTO DOMINGO XENACOJ,305,14121,2020-06-30,1,2020-06-30,533,16930,21,727
RETALHULEU,11,RETALHULEU,1101,108405,2020-06-30,2,2020-06-30,533,16930,21,727
JUTIAPA,22,YUPILTEPEQUE,2206,17833,2020-06-30,1,2020-06-30,533,16930,21,727
BAJA VERAPAZ,15,SALAMA,1501,70066,2020-06-30,1,2020-06-30,533,16930,21,727
SACATEPEQUEZ,3,SAN MIGUEL DUEÑAS,313,15231,2020-06-30,1,2020-06-30,533,16930,21,727
QUETZALTENANGO,9,SAN CARLOS SIJA,904,34866,2020-06-30,1,2020-06-30,533,16930,21,727
SUCHITEPEQUEZ,10,PATULUL,1014,41984,2020-06-30,1,2020-06-30,533,16930,21,727
JALAPA,21,JALAPA,2101,188522,2020-06-30,1,2020-06-30,533,16930,21,727
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-13,27,2020-07-13,979,28598,33,1172
ESCUINTLA,5,PALIN,511,70118,2020-07-13,1,2020-07-13,979,28598,33,1172
EL PROGRESO,2,EL JICARO,205,13508,2020-07-13,1,2020-07-13,979,28598,33,1172
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-13,1,2020-07-13,979,28598,33,1172
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-13,8,2020-07-13,979,28598,33,1172
GUATEMALA,1,MIXCO,108,494561,2020-07-13,1,2020-07-13,979,28598,33,1172
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-13,1,2020-07-13,979,28598,33,1172
ALTA VERAPAZ,16,SAN PEDRO CARCHA,1609,248880,2020-07-13,1,2020-07-13,979,28598,33,1172
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-13,2,2020-07-13,979,28598,33,1172
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-13,2,2020-07-13,979,28598,33,1172
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-13,1,2020-07-13,979,28598,33,1172
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-13,1,2020-07-13,979,28598,33,1172
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-13,3,2020-07-13,979,28598,33,1172
GUATEMALA,1,AMATITLAN,114,147604,2020-07-13,2,2020-07-13,979,28598,33,1172
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-13,1,2020-07-13,979,28598,33,1172
ESCUINTLA,5,MASAGUA,505,47441,2020-07-13,3,2020-07-13,979,28598,33,1172
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-07-13,1,2020-07-13,979,28598,33,1172
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-07-13,2,2020-07-13,979,28598,33,1172
JUTIAPA,22,JUTIAPA,2201,163665,2020-07-13,1,2020-07-13,979,28598,33,1172
GUATEMALA,1,SAN JOSE PINULA,103,87912,2020-07-13,1,2020-07-13,979,28598,33,1172
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-13,1,2020-07-13,979,28598,33,1172
BAJA VERAPAZ,15,SALAMA,1501,70066,2020-07-13,1,2020-07-13,979,28598,33,1172
SAN MARCOS,12,PAJAPITA,1222,23021,2020-07-13,1,2020-07-13,979,28598,33,1172
SANTA ROSA,6,BARBERENA,602,60376,2020-07-13,1,2020-07-13,979,28598,33,1172
SAN MARCOS,12,LA BLANCA,1230,33764,2020-07-13,1,2020-07-13,979,28598,33,1172
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-07-13,1,2020-07-13,979,28598,33,1172
ZACAPA,19,GUALAN,1904,49410,2020-07-13,1,2020-07-13,979,28598,33,1172
CHIMALTENANGO,4,YEPOCAPA,412,41304,2020-07-13,1,2020-07-13,979,28598,33,1172
RETALHULEU,11,NUEVO SAN CARLOS,1108,41552,2020-07-13,1,2020-07-13,979,28598,33,1172
HUEHUETENANGO,13,COLOTENANGO,1319,43622,2020-07-13,1,2020-07-13,979,28598,33,1172
ZACAPA,19,USUMATLAN,1906,13071,2020-07-13,1,2020-07-13,979,28598,33,1172
SACATEPEQUEZ,3,SAN LUCAS SACATEPEQUEZ,308,28445,2020-07-14,1,2020-07-14,757,29355,47,1219
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-14,16,2020-07-14,757,29355,47,1219
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-14,3,2020-07-14,757,29355,47,1219
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-07-14,2,2020-07-14,757,29355,47,1219
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-14,7,2020-07-14,757,29355,47,1219
GUATEMALA,1,MIXCO,108,494561,2020-07-14,5,2020-07-14,757,29355,47,1219
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-14,1,2020-07-14,757,29355,47,1219
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-14,1,2020-07-14,757,29355,47,1219
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-14,1,2020-07-14,757,29355,47,1219
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-14,1,2020-07-14,757,29355,47,1219
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-14,1,2020-07-14,757,29355,47,1219
ESCUINTLA,5,MASAGUA,505,47441,2020-07-14,2,2020-07-14,757,29355,47,1219
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-14,1,2020-07-14,757,29355,47,1219
JUTIAPA,22,SANTA CATARINA MITA,2203,30812,2020-07-14,1,2020-07-14,757,29355,47,1219
ALTA VERAPAZ,16,COBAN,1601,224109,2020-07-14,1,2020-07-14,757,29355,47,1219
ESCUINTLA,5,LA GOMERA,507,51024,2020-07-14,1,2020-07-14,757,29355,47,1219
SUCHITEPEQUEZ,10,SANTO TOMAS LA UNION,1017,12569,2020-07-14,1,2020-07-14,757,29355,47,1219
ALTA VERAPAZ,16,TACTIC,1604,41224,2020-07-14,1,2020-07-14,757,29355,47,1219
SANTA ROSA,6,TAXISCO,609,36117,2020-07-14,1,2020-07-14,757,29355,47,1219
CHIMALTENANGO,4,YEPOCAPA,412,41304,2020-07-14,1,2020-07-14,757,29355,47,1219
QUETZALTENANGO,9,GENOVA,921,45162,2020-07-14,1,2020-07-14,757,29355,47,1219
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-15,16,2020-07-15,387,29742,25,1244
ESCUINTLA,5,PALIN,511,70118,2020-07-15,1,2020-07-15,387,29742,25,1244
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-15,1,2020-07-15,387,29742,25,1244
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-07-15,3,2020-07-15,387,29742,25,1244
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-15,1,2020-07-15,387,29742,25,1244
GUATEMALA,1,MIXCO,108,494561,2020-07-15,5,2020-07-15,387,29742,25,1244
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-15,1,2020-07-15,387,29742,25,1244
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-15,1,2020-07-15,387,29742,25,1244
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-15,3,2020-07-15,387,29742,25,1244
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-15,1,2020-07-15,387,29742,25,1244
GUATEMALA,1,AMATITLAN,114,147604,2020-07-15,1,2020-07-15,387,29742,25,1244
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-07-15,2,2020-07-15,387,29742,25,1244
RETALHULEU,11,RETALHULEU,1101,108405,2020-07-15,2,2020-07-15,387,29742,25,1244
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-07-15,1,2020-07-15,387,29742,25,1244
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-07-15,1,2020-07-15,387,29742,25,1244
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-15,1,2020-07-15,387,29742,25,1244
BAJA VERAPAZ,15,SALAMA,1501,70066,2020-07-15,1,2020-07-15,387,29742,25,1244
SAN MARCOS,12,AYUTLA,1217,45434,2020-07-15,1,2020-07-15,387,29742,25,1244
SAN MARCOS,12,PAJAPITA,1222,23021,2020-07-15,1,2020-07-15,387,29742,25,1244
SAN MARCOS,12,SAN PABLO,1219,51253,2020-07-15,1,2020-07-15,387,29742,25,1244
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2020-07-15,1,2020-07-15,387,29742,25,1244
PETEN,17,SAN BENITO,1703,52439,2020-07-15,2,2020-07-15,387,29742,25,1244
SAN MARCOS,12,LA BLANCA,1230,33764,2020-07-15,1,2020-07-15,387,29742,25,1244
SACATEPEQUEZ,3,CIUDAD VIEJA,312,40083,2020-07-15,2,2020-07-15,387,29742,25,1244
RETALHULEU,11,SANTA CRUZ MULUA,1103,15835,2020-07-15,1,2020-07-15,387,29742,25,1244
QUICHE,14,SANTA CRUZ DEL QUICHE,1401,97974,2020-07-15,1,2020-07-15,387,29742,25,1244
SANTA ROSA,6,ORATORIO,606,26686,2020-07-15,1,2020-07-15,387,29742,25,1244
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-16,25,2020-07-16,1130,30872,58,1302
ESCUINTLA,5,PALIN,511,70118,2020-07-16,1,2020-07-16,1130,30872,58,1302
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-16,3,2020-07-16,1130,30872,58,1302
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-07-16,2,2020-07-16,1130,30872,58,1302
ZACAPA,19,ZACAPA,1901,65730,2020-07-16,2,2020-07-16,1130,30872,58,1302
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-16,2,2020-07-16,1130,30872,58,1302
GUATEMALA,1,MIXCO,108,494561,2020-07-16,2,2020-07-16,1130,30872,58,1302
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-16,1,2020-07-16,1130,30872,58,1302
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-16,2,2020-07-16,1130,30872,58,1302
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-16,2,2020-07-16,1130,30872,58,1302
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-16,2,2020-07-16,1130,30872,58,1302
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-16,1,2020-07-16,1130,30872,58,1302
GUATEMALA,1,AMATITLAN,114,147604,2020-07-16,1,2020-07-16,1130,30872,58,1302
SUCHITEPEQUEZ,10,CHICACAO,1013,67994,2020-07-16,2,2020-07-16,1130,30872,58,1302
RETALHULEU,11,RETALHULEU,1101,108405,2020-07-16,1,2020-07-16,1130,30872,58,1302
QUICHE,14,CHICHICASTENANGO,1406,148943,2020-07-16,1,2020-07-16,1130,30872,58,1302
ESCUINTLA,5,LA DEMOCRACIA,503,25479,2020-07-16,1,2020-07-16,1130,30872,58,1302
SAN MARCOS,12,OCOS,1218,12573,2020-07-16,1,2020-07-16,1130,30872,58,1302
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-16,3,2020-07-16,1130,30872,58,1302
SAN MARCOS,12,LA BLANCA,1230,33764,2020-07-16,1,2020-07-16,1130,30872,58,1302
CHIMALTENANGO,4,PARRAMOS,414,19693,2020-07-16,1,2020-07-16,1130,30872,58,1302
SUCHITEPEQUEZ,10,RIO BRAVO,1020,30776,2020-07-16,1,2020-07-16,1130,30872,58,1302
SUCHITEPEQUEZ,10,PATULUL,1014,41984,2020-07-16,1,2020-07-16,1130,30872,58,1302
CHIMALTENANGO,4,PATZICIA,409,39337,2020-07-16,1,2020-07-16,1130,30872,58,1302
SOLOLA,7,SAN ANDRES SEMETABAJ,709,14640,2020-07-16,1,2020-07-16,1130,30872,58,1302
QUETZALTENANGO,9,CABRICAN,906,27307,2020-07-16,1,2020-07-16,1130,30872,58,1302
CHIQUIMULA,20,ESQUIPULAS,2007,55723,2020-07-16,1,2020-07-16,1130,30872,58,1302
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-17,13,2020-07-17,1202,32074,48,1350
CHIMALTENANGO,4,PATZUN,407,69560,2020-07-17,1,2020-07-17,1202,32074,48,1350
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-17,3,2020-07-17,1202,32074,48,1350
ZACAPA,19,ZACAPA,1901,65730,2020-07-17,2,2020-07-17,1202,32074,48,1350
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-17,1,2020-07-17,1202,32074,48,1350
GUATEMALA,1,MIXCO,108,494561,2020-07-17,3,2020-07-17,1202,32074,48,1350
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-17,1,2020-07-17,1202,32074,48,1350
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-17,1,2020-07-17,1202,32074,48,1350
SAN MARCOS,12,MALACATAN,1215,108134,2020-07-17,1,2020-07-17,1202,32074,48,1350
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-17,2,2020-07-17,1202,32074,48,1350
GUATEMALA,1,AMATITLAN,114,147604,2020-07-17,3,2020-07-17,1202,32074,48,1350
SACATEPEQUEZ,3,SUMPANGO,304,45249,2020-07-17,1,2020-07-17,1202,32074,48,1350
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-17,1,2020-07-17,1202,32074,48,1350
QUETZALTENANGO,9,EL PALMAR,919,30973,2020-07-17,1,2020-07-17,1202,32074,48,1350
SAN MARCOS,12,NUEVO PROGRESO,1212,31500,2020-07-17,1,2020-07-17,1202,32074,48,1350
SOLOLA,7,SOLOLA,701,98886,2020-07-17,1,2020-07-17,1202,32074,48,1350
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-17,1,2020-07-17,1202,32074,48,1350
SAN MARCOS,12,PAJAPITA,1222,23021,2020-07-17,1,2020-07-17,1202,32074,48,1350
CHIMALTENANGO,4,SAN ANDRES ITZAPA,413,34591,2020-07-17,1,2020-07-17,1202,32074,48,1350
