departamento,codigo_departamento,municipio,codigo_municipio,poblacion,fecha,eventos,Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
QUETZALTENANGO,9,CANTEL,914,45229,2020-11-29,1,2020-11-29,666,121798,20,4161
SANTA ROSA,6,SANTA ROSA DE LIMA,603,21088,2020-11-29,1,2020-11-29,666,121798,20,4161
QUICHE,14,SANTA CRUZ DEL QUICHE,1401,97974,2020-11-29,1,2020-11-29,666,121798,20,4161
BAJA VERAPAZ,15,SAN JERONIMO,1507,27591,2020-11-29,1,2020-11-29,666,121798,20,4161
GUATEMALA,1,GUATEMALA,101,1205668,2020-11-30,5,2020-11-30,173,121971,5,4166
GUATEMALA,1,MIXCO,108,494561,2020-11-30,1,2020-11-30,173,121971,5,4166
GUATEMALA,1,PALENCIA,105,73811,2020-11-30,1,2020-11-30,173,121971,5,4166
QUICHE,14,CHINIQUE,1403,13294,2020-11-30,1,2020-11-30,173,121971,5,4166
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2020-11-30,1,2020-11-30,173,121971,5,4166
EL PROGRESO,2,SANSARE,206,13535,2020-11-30,1,2020-11-30,173,121971,5,4166
EL PROGRESO,2,GUASTATOYA,201,27001,2020-11-30,1,2020-11-30,173,121971,5,4166
SAN MARCOS,12,COMITANCILLO,1204,79867,2020-11-30,1,2020-11-30,173,121971,5,4166
SOLOLA,7,SANTA LUCIA UTATLAN,704,21695,2020-11-30,1,2020-11-30,173,121971,5,4166
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-13,2,2020-12-13,558,129099,29,4405
ESCUINTLA,5,ESCUINTLA,501,166078,2020-12-13,1,2020-12-13,558,129099,29,4405
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-13,1,2020-12-13,558,129099,29,4405
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2020-12-13,1,2020-12-13,558,129099,29,4405
CHIQUIMULA,20,IPALA,2011,23435,2020-12-13,1,2020-12-13,558,129099,29,4405
SOLOLA,7,SANTA MARIA VISITACION,703,2563,2020-12-13,1,2020-12-13,558,129099,29,4405
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-14,4,2020-12-14,183,129282,18,4423
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-12-14,1,2020-12-14,183,129282,18,4423
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-14,1,2020-12-14,183,129282,18,4423
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-14,3,2020-12-14,183,129282,18,4423
SAN MARCOS,12,MALACATAN,1215,108134,2020-12-14,1,2020-12-14,183,129282,18,4423
SUCHITEPEQUEZ,10,SANTO DOMINGO SUCHITEPEQUEZ,1006,48188,2020-12-14,1,2020-12-14,183,129282,18,4423
CHIMALTENANGO,4,EL TEJAR,416,22618,2020-12-14,1,2020-12-14,183,129282,18,4423
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-12-14,1,2020-12-14,183,129282,18,4423
PETEN,17,LA LIBERTAD,1705,83375,2020-12-14,1,2020-12-14,183,129282,18,4423
GUATEMALA,1,SAN RAYMUNDO,111,38386,2020-12-14,1,2020-12-14,183,129282,18,4423
SAN MARCOS,12,TACANA,1207,81005,2020-12-14,1,2020-12-14,183,129282,18,4423
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-15,3,2020-12-15,123,129405,22,4445
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-12-15,2,2020-12-15,123,129405,22,4445
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-15,2,2020-12-15,123,129405,22,4445
GUATEMALA,1,MIXCO,108,494561,2020-12-15,1,2020-12-15,123,129405,22,4445
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-15,1,2020-12-15,123,129405,22,4445
SAN MARCOS,12,MALACATAN,1215,108134,2020-12-15,1,2020-12-15,123,129405,22,4445
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-12-15,2,2020-12-15,123,129405,22,4445
RETALHULEU,11,RETALHULEU,1101,108405,2020-12-15,1,2020-12-15,123,129405,22,4445
SAN MARCOS,12,SAN MARCOS,1201,48644,2020-12-15,1,2020-12-15,123,129405,22,4445
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-12-15,1,2020-12-15,123,129405,22,4445
PETEN,17,LAS CRUCES,1713,37915,2020-12-15,1,2020-12-15,123,129405,22,4445
HUEHUETENANGO,13,CONCEPCION HUISTA,1322,20384,2020-12-15,1,2020-12-15,123,129405,22,4445
SOLOLA,7,SANTA LUCIA UTATLAN,704,21695,2020-12-15,1,2020-12-15,123,129405,22,4445
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-16,2,2020-12-16,677,130082,31,4476
EL PROGRESO,2,EL JICARO,205,13508,2020-12-16,1,2020-12-16,677,130082,31,4476
GUATEMALA,1,MIXCO,108,494561,2020-12-16,1,2020-12-16,677,130082,31,4476
RETALHULEU,11,EL ASINTAL,1109,42601,2020-12-16,1,2020-12-16,677,130082,31,4476
PETEN,17,LA LIBERTAD,1705,83375,2020-12-16,1,2020-12-16,677,130082,31,4476
QUICHE,14,NEBAJ,1413,75979,2020-12-16,1,2020-12-16,677,130082,31,4476
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-17,5,2020-12-17,746,130828,34,4510
ESCUINTLA,5,ESCUINTLA,501,166078,2020-12-17,1,2020-12-17,746,130828,34,4510
ZACAPA,19,ZACAPA,1901,65730,2020-12-17,1,2020-12-17,746,130828,34,4510
GUATEMALA,1,MIXCO,108,494561,2020-12-17,1,2020-12-17,746,130828,34,4510
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-12-17,1,2020-12-17,746,130828,34,4510
CHIQUIMULA,20,CHIQUIMULA,2001,117014,2020-12-17,1,2020-12-17,746,130828,34,4510
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-17,1,2020-12-17,746,130828,34,4510
SACATEPEQUEZ,3,SUMPANGO,304,45249,2020-12-17,1,2020-12-17,746,130828,34,4510
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-12-17,1,2020-12-17,746,130828,34,4510
SAN MARCOS,12,SAN RAFAEL PIE DE LA CUESTA,1211,18128,2020-12-17,1,2020-12-17,746,130828,34,4510
QUETZALTENANGO,9,CANTEL,914,45229,2020-12-17,1,2020-12-17,746,130828,34,4510
SUCHITEPEQUEZ,10,PATULUL,1014,41984,2020-12-17,1,2020-12-17,746,130828,34,4510
HUEHUETENANGO,13,AGUACATAN,1327,57977,2020-12-17,1,2020-12-17,746,130828,34,4510
GUATEMALA,1,SAN PEDRO SACATEPEQUEZ,109,54623,2020-12-18,1,2020-12-18,607,131435,41,4551
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-18,6,2020-12-18,607,131435,41,4551
ESCUINTLA,5,PALIN,511,70118,2020-12-18,1,2020-12-18,607,131435,41,4551
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-18,1,2020-12-18,607,131435,41,4551
GUATEMALA,1,MIXCO,108,494561,2020-12-18,1,2020-12-18,607,131435,41,4551
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-12-18,1,2020-12-18,607,131435,41,4551
CHIMALTENANGO,4,TECPAN GUATEMALA,406,108893,2020-12-18,1,2020-12-18,607,131435,41,4551
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2020-12-18,1,2020-12-18,607,131435,41,4551
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-19,6,2020-12-19,627,132062,38,4589
GUATEMALA,1,MIXCO,108,494561,2020-12-19,2,2020-12-19,627,132062,38,4589
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-12-19,1,2020-12-19,627,132062,38,4589
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-12-19,1,2020-12-19,627,132062,38,4589
SACATEPEQUEZ,3,PASTORES,303,19389,2020-12-19,1,2020-12-19,627,132062,38,4589
QUETZALTENANGO,9,COLOMBA,917,55290,2020-12-19,1,2020-12-19,627,132062,38,4589
BAJA VERAPAZ,15,SAN JERONIMO,1507,27591,2020-12-19,1,2020-12-19,627,132062,38,4589
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-20,9,2020-12-20,533,132595,35,4624
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-20,1,2020-12-20,533,132595,35,4624
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-12-20,1,2020-12-20,533,132595,35,4624
SUCHITEPEQUEZ,10,CHICACAO,1013,67994,2020-12-20,1,2020-12-20,533,132595,35,4624
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-12-20,1,2020-12-20,533,132595,35,4624
QUETZALTENANGO,9,SALCAJA,902,20851,2020-12-20,1,2020-12-20,533,132595,35,4624
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-21,4,2020-12-21,170,132765,32,4656
EL PROGRESO,2,SAN AGUSTIN ACASAGUASTLAN,203,54588,2020-12-21,1,2020-12-21,170,132765,32,4656
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-21,1,2020-12-21,170,132765,32,4656
GUATEMALA,1,MIXCO,108,494561,2020-12-21,1,2020-12-21,170,132765,32,4656
SACATEPEQUEZ,3,SANTA LUCIA MILPAS ALTAS,309,17116,2020-12-21,1,2020-12-21,170,132765,32,4656
SACATEPEQUEZ,3,SANTIAGO SACATEPEQUEZ,306,36409,2020-12-21,1,2020-12-21,170,132765,32,4656
GUATEMALA,1,SAN PEDRO AYAMPUC,107,65594,2020-12-21,1,2020-12-21,170,132765,32,4656
EL PROGRESO,2,GUASTATOYA,201,27001,2020-12-21,1,2020-12-21,170,132765,32,4656
SACATEPEQUEZ,3,PASTORES,303,19389,2020-12-21,1,2020-12-21,170,132765,32,4656
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-12-21,1,2020-12-21,170,132765,32,4656
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-22,1,2020-12-22,102,132867,32,4688
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-22,1,2020-12-22,102,132867,32,4688
GUATEMALA,1,MIXCO,108,494561,2020-12-22,3,2020-12-22,102,132867,32,4688
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-12-22,1,2020-12-22,102,132867,32,4688
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-12-22,3,2020-12-22,102,132867,32,4688
ALTA VERAPAZ,16,COBAN,1601,224109,2020-12-22,1,2020-12-22,102,132867,32,4688
SACATEPEQUEZ,3,SAN LUCAS SACATEPEQUEZ,308,28445,2020-12-23,2,2020-12-23,734,133601,30,4718
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-23,3,2020-12-23,734,133601,30,4718
ESCUINTLA,5,ESCUINTLA,501,166078,2020-12-23,1,2020-12-23,734,133601,30,4718
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-23,1,2020-12-23,734,133601,30,4718
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-23,1,2020-12-23,734,133601,30,4718
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-12-23,1,2020-12-23,734,133601,30,4718
QUETZALTENANGO,9,CONCEPCION CHIQUIRICHAPA,911,20245,2020-12-23,1,2020-12-23,734,133601,30,4718
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-12-23,1,2020-12-23,734,133601,30,4718
PETEN,17,DOLORES,1708,29659,2020-12-23,1,2020-12-23,734,133601,30,4718
BAJA VERAPAZ,15,SALAMA,1501,70066,2020-12-23,1,2020-12-23,734,133601,30,4718
ALTA VERAPAZ,16,COBAN,1601,224109,2020-12-23,1,2020-12-23,734,133601,30,4718
CHIMALTENANGO,4,ZARAGOZA,415,28473,2020-12-23,1,2020-12-23,734,133601,30,4718
QUETZALTENANGO,9,OLINTEPEQUE,903,38219,2020-12-23,1,2020-12-23,734,133601,30,4718
SOLOLA,7,NAHUALA,705,91523,2020-12-23,1,2020-12-23,734,133601,30,4718
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-24,3,2020-12-24,655,134256,21,4739
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-24,1,2020-12-24,655,134256,21,4739
RETALHULEU,11,SAN FELIPE,1105,26191,2020-12-24,1,2020-12-24,655,134256,21,4739
BAJA VERAPAZ,15,SAN MIGUEL CHICAJ,1502,35895,2020-12-24,1,2020-12-24,655,134256,21,4739
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-25,2,2020-12-25,638,134894,10,4749
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-25,1,2020-12-25,638,134894,10,4749
GUATEMALA,1,MIXCO,108,494561,2020-12-25,1,2020-12-25,638,134894,10,4749
RETALHULEU,11,RETALHULEU,1101,108405,2020-12-25,1,2020-12-25,638,134894,10,4749
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-12-25,1,2020-12-25,638,134894,10,4749
PETEN,17,SAN BENITO,1703,52439,2020-12-25,2,2020-12-25,638,134894,10,4749
SOLOLA,7,NAHUALA,705,91523,2020-12-25,1,2020-12-25,638,134894,10,4749
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-26,4,2020-12-26,186,135080,8,4757
GUATEMALA,1,MIXCO,108,494561,2020-12-26,1,2020-12-26,186,135080,8,4757
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-26,1,2020-12-26,186,135080,8,4757
GUATEMALA,1,PALENCIA,105,73811,2020-12-26,1,2020-12-26,186,135080,8,4757
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-12-26,1,2020-12-26,186,135080,8,4757
SANTA ROSA,6,BARBERENA,602,60376,2020-12-26,1,2020-12-26,186,135080,8,4757
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-12-26,1,2020-12-26,186,135080,8,4757
PETEN,17,LA LIBERTAD,1705,83375,2020-12-26,1,2020-12-26,186,135080,8,4757
ZACAPA,19,GUALAN,1904,49410,2020-12-26,1,2020-12-26,186,135080,8,4757
HUEHUETENANGO,13,SAN SEBASTIAN COATAN,1325,25332,2020-12-26,1,2020-12-26,186,135080,8,4757
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-27,3,2020-12-27,91,135171,6,4763
ESCUINTLA,5,ESCUINTLA,501,166078,2020-12-27,1,2020-12-27,91,135171,6,4763
ZACAPA,19,ZACAPA,1901,65730,2020-12-27,1,2020-12-27,91,135171,6,4763
GUATEMALA,1,VILLA CANALES,116,165026,2020-12-27,1,2020-12-27,91,135171,6,4763
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-27,1,2020-12-27,91,135171,6,4763
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-12-27,1,2020-12-27,91,135171,6,4763
ALTA VERAPAZ,16,SANTA CRUZ VERAPAZ,1602,34981,2020-12-27,1,2020-12-27,91,135171,6,4763
SUCHITEPEQUEZ,10,SAMAYAC,1008,26350,2020-12-27,1,2020-12-27,91,135171,6,4763
QUICHE,14,IXCAN,1420,107265,2020-12-27,1,2020-12-27,91,135171,6,4763
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-12-27,1,2020-12-27,91,135171,6,4763
RETALHULEU,11,SAN MARTIN ZAPOTITLAN,1104,12905,2020-12-27,1,2020-12-27,91,135171,6,4763
SACATEPEQUEZ,3,SAN LUCAS SACATEPEQUEZ,308,28445,2020-12-28,1,2020-12-28,138,135309,5,4768
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-28,2,2020-12-28,138,135309,5,4768
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-12-28,1,2020-12-28,138,135309,5,4768
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-28,1,2020-12-28,138,135309,5,4768
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-28,1,2020-12-28,138,135309,5,4768
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-12-28,1,2020-12-28,138,135309,5,4768
HUEHUETENANGO,13,AGUACATAN,1327,57977,2020-12-28,1,2020-12-28,138,135309,5,4768
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-29,4,2020-12-29,132,135441,5,4773
ESCUINTLA,5,PALIN,511,70118,2020-12-29,1,2020-12-29,132,135441,5,4773
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-12-29,1,2020-12-29,132,135441,5,4773
GUATEMALA,1,VILLA NUEVA,115,464528,2020-12-29,1,2020-12-29,132,135441,5,4773
GUATEMALA,1,MIXCO,108,494561,2020-12-29,1,2020-12-29,132,135441,5,4773
HUEHUETENANGO,13,CHIANTLA,1302,91954,2020-12-29,1,2020-12-29,132,135441,5,4773
SAN MARCOS,12,TEJUTLA,1210,43512,2020-12-29,1,2020-12-29,132,135441,5,4773
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-12-29,1,2020-12-29,132,135441,5,4773
ZACAPA,19,GUALAN,1904,49410,2020-12-29,1,2020-12-29,132,135441,5,4773
HUEHUETENANGO,13,UNION CANTINIL,1332,17393,2020-12-29,1,2020-12-29,132,135441,5,4773
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-30,5,2020-12-30,846,136287,8,4781
ESCUINTLA,5,ESCUINTLA,501,166078,2020-12-30,1,2020-12-30,846,136287,8,4781
GUATEMALA,1,MIXCO,108,494561,2020-12-30,4,2020-12-30,846,136287,8,4781
GUATEMALA,1,VILLA CANALES,116,165026,2020-12-30,1,2020-12-30,846,136287,8,4781
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-12-30,2,2020-12-30,846,136287,8,4781
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-12-30,1,2020-12-30,846,136287,8,4781
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2020-12-30,1,2020-12-30,846,136287,8,4781
QUETZALTENANGO,9,COLOMBA,917,55290,2020-12-30,1,2020-12-30,846,136287,8,4781
GUATEMALA,1,GUATEMALA,101,1205668,2020-12-31,5,2020-12-31,879,137166,22,4803
GUATEMALA,1,MIXCO,108,494561,2020-12-31,1,2020-12-31,879,137166,22,4803
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-12-31,1,2020-12-31,879,137166,22,4803
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-12-31,1,2020-12-31,879,137166,22,4803
BAJA VERAPAZ,15,SALAMA,1501,70066,2020-12-31,1,2020-12-31,879,137166,22,4803
SACATEPEQUEZ,3,CIUDAD VIEJA,312,40083,2020-12-31,1,2020-12-31,879,137166,22,4803
